,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season,foul_committed_penalty,foul_won_penalty,miscontrol_aerial_won,pass_deflected,50_50,dribble_nutmeg,foul_committed_offensive,injury_stoppage_in_chain,pass_miscommunication,block_offensive,block_save_block,shot_redirect,bad_behaviour_card,goalkeeper_shot_saved_to_post,shot_saved_to_post,shot_open_goal,goalkeeper_shot_saved_off_target,shot_saved_off_target,clearance_other,goalkeeper_punched_out,goalkeeper_success_in_play,dribble_no_touch,half_end_early_video_end,goalkeeper_lost_in_play,goalkeeper_success_out,half_start_late_video_start,shot_follows_dribble,goalkeeper_lost_out,player_off_permanent,goalkeeper_saved_to_post
1079,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,f25de1dd-fd8b-4069-ae10-d10d385799b9,2134,,"[87.7, 40.1]",68320,56,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,130,Barcelona,217,['33769e78-b7f9-48b1-9795-16a039909dde'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:01.593,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,a646ffff-9f4c-4f7c-9182-d5f1de12bfaf,2332,,"[67.5, 71.4]",68320,61,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['d4360ac3-19fa-4669-ae7f-fbc8ea08bdc1'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:16:30.099,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,04e1bde6-5c0a-49ce-8d6d-81be1a2a492e,2599,,"[57.6, 65.7]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,['c7c367ff-9dbc-4640-a291-d1146daa6170'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:53.098,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,c9ae0eb7-e1df-43a6-81f9-e1d22a88185c,2602,,"[56.2, 62.2]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,['3311139b-08b5-439d-9be2-f6842a68d638'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:54.126,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,f77da336-ce2f-43c3-816e-aad392a03bc3,2606,,"[85.8, 56.5]",68320,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['204fea7c-d873-44a0-a556-90a63977c487', '8ab62192-1763-4539-b07f-f26f3af6ca02']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:59.101,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,a1521fd4-fec4-4253-b2d2-29a5bc9532c7,959,,"[89.0, 48.2]",68321,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,54,Barcelona,217,['c5cf1134-1d65-4e4f-b271-c0f8620654c7'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:53.409,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,a719e439-d384-47fc-afc7-d819572f2978,1281,,"[100.9, 63.3]",68321,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,72,Barcelona,217,['46634d64-1b01-402a-af33-1106b95876eb'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:46.896,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,832437b6-a93a-4272-9f52-296d6627a33b,1287,,"[89.4, 65.2]",68321,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,73,Barcelona,217,['862ddf16-c1b3-4dfc-9f5b-4da95374f6ad'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:05.777,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,81f49fad-b04f-4f02-b51e-b650250973d6,1588,,"[70.9, 26.8]",68321,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,88,Barcelona,217,['ef5a8dcd-074e-444e-85b6-e721622744d5'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:39.546,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,79e87cfa-2702-48a3-837f-b9c6e05c5515,1599,,"[100.9, 14.5]",68321,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,88,Barcelona,217,"['02cb887e-a7be-4de8-aa34-b404fc9cbdb2', 'dbc2026f-6ed5-497d-99cd-7984222098fc']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:49.072,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,fcf90f0f-e970-4c50-afaa-6e93eed59f88,1656,,"[98.6, 30.5]",68321,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,91,Barcelona,217,['b14a7208-8ca6-44b9-9352-a8092dc6be6e'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:29.997,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,eeed35ac-0ef2-4f3a-b28e-0ea136f1fb55,1660,,"[100.5, 38.6]",68321,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,91,Barcelona,217,"['82227d9b-b732-4c3c-b107-9676a465382f', 'f3996d1f-bc9b-4469-83fe-61d4b23c9b07']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:30.957,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,Incomplete,True,,,0.0,,,,,,,,,,,,0968aff3-e9d1-49f8-a31c-55ec13c87638,1664,,"[105.2, 47.0]",68321,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,91,Barcelona,217,['1febc7f0-66a7-4cfb-a4b8-13b6c982baa4'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:32.383,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,db9bd86b-c211-4f90-b095-d14410ba3521,1954,,"[75.6, 24.5]",68321,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,106,Barcelona,217,['5bedabaa-4dc2-4fb1-9072-73dfd8215d19'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:53.988,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,6712b93f-ec5e-4bb5-978d-3d446fece148,2365,,"[71.4, 68.9]",68321,54,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,126,Barcelona,217,['cf820494-0a0c-484a-896e-d6f444d2d33d'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:02.965,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,087088d3-1e23-42f1-8ef4-f03de96b98ae,2452,,"[77.0, 71.2]",68321,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,130,Barcelona,217,['6f0ef045-d685-4142-8072-b15f8987aea3'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:34.123,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,4dd26d57-7b82-4d12-a60f-3a7f4818d781,2580,,"[69.5, 75.8]",68321,58,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,136,Barcelona,217,['b830c8e6-9085-431c-aeca-a12cedc40b0e'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:53.442,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,4ed931d7-c819-428f-a703-a165d4d22fb5,571,,"[96.8, 19.1]",68322,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,37,Barcelona,217,['80b2fe95-5305-4fd0-bbf3-0bbbadd4a991'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:27.245,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,f3607d4c-9e5c-4125-a0a5-b555e66172ab,698,,"[48.2, 6.4]",68322,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,45,Barcelona,217,['a677b01c-2cbd-458e-bb7d-8a78ac895f44'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:25.304,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,fb919f3b-efad-442a-b053-b596b3c562d8,876,,"[78.6, 17.5]",68322,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,53,Barcelona,217,['f432ec41-5999-4603-a3a0-5219b1a83931'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:02.926,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,cf09fe4a-a01d-4045-aa80-84eef14fddc9,1703,,"[65.6, 39.7]",68322,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,110,Barcelona,217,['68b3294b-8626-44bb-86af-1f5b60c35bfe'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:56.388,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,a4f00f3e-1444-4d1c-9eec-fa4701060e42,1743,,"[50.3, 28.4]",68322,44,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Wing,113,Barcelona,217,['99a3faf4-8972-4e2f-b22e-e4c69419c297'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:34.726,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,5690ad95-55f4-4a52-b6d3-2bcc579a83cb,1907,,"[116.6, 54.7]",68322,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,124,Barcelona,217,['26df9fce-7134-49a4-b1b5-c6493fa38f6a'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.413,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,4e558bf6-176c-414b-9645-ed56646dcda1,2407,,"[92.5, 37.8]",68322,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,159,Cádiz,552,['7996044c-4d4e-4880-83e8-1979b3350794'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:52.431,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,7c3a8cbf-5711-495e-a481-5201b7e5ad35,2619,,"[78.4, 65.8]",68322,70,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,177,Barcelona,217,['c32500f9-bfa5-4270-a692-a20fb43967c8'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:49.253,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,af01b94e-22b1-46b1-955f-d942bee25a68,2622,,"[76.6, 54.5]",68322,70,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,177,Barcelona,217,['c7cd05a5-afb1-4558-bdd3-c7d261bbf3c8'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:50.468,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,86f6f213-e52d-4089-a785-e6f76ee803a8,2707,,"[114.3, 74.8]",68322,73,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,180,Barcelona,217,['7082d075-7199-4b4d-89ba-1a0d3a08398f'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:19.048,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,5eb3cb67-33d2-4c64-bea9-482f70602891,2764,,"[52.9, 71.5]",68322,75,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,186,Cádiz,552,"['504ce262-ade6-484d-b23b-7b398a5f4e2f', '51ddd96e-0050-48c4-9285-f6f62f65b40f']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.165,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,,,,,,,,,,,,Complete,True,,,0.0,,,,,,,,,,,,94ff2742-1dc3-40b5-95d1-106c75c8a5a6,269,,"[76.6, 48.5]",68323,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,17,Barcelona,217,['f5ff1a59-091c-43e8-9c82-a035a97ebfa4'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:08.918,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,512f21aa-5f8f-4e3b-ae96-139b57208012,494,,"[51.7, 75.0]",68323,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,['cd7cbd35-a808-43e1-bcb9-7049495b2e10'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:40.032,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,27c0d54a-c68e-43ca-bf7e-7b28411ec6c2,497,,"[107.7, 66.3]",68323,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,['02760502-74cb-4a52-8b5a-1dc59d9250ad'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:47.149,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,4f5f5e9b-dc7c-41a3-83ba-afa525e13509,500,,"[115.7, 67.4]",68323,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,['a2073688-5bde-44f6-9c13-dfce99b92c0b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.760,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,5a9d01e4-2c1c-4384-b132-3a63cc20dd70,592,,"[84.0, 73.7]",68323,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,49,Barcelona,217,['73b83bcb-7c02-4b8b-858c-9fe83e92d033'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:21.384,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,b7df7bf7-c322-4291-899e-615ec68c459f,613,,"[25.0, 71.6]",68323,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['03673011-172e-4549-9aab-a39ee44c66bd'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:38.733,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,63a68260-8ee9-440c-b5bc-98e099553c05,1034,,"[98.2, 52.7]",68323,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,81,Barcelona,217,['bfdebf65-e231-4019-a671-a22ddeec6a0c'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.974,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,b1f0b729-43ce-4ec4-b9b0-dad8d09c3452,1246,,"[88.6, 56.6]",68323,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,95,Barcelona,217,['04c7c0b2-8a43-4b08-acad-8e7799263b72'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:20.727,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,a815129e-bebf-4553-8141-275e5c743459,1572,,"[55.9, 75.0]",68323,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,112,Barcelona,217,['85038b0d-e4e4-4fca-a08a-74a973c48472'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:08.376,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,b5ab0ec5-9dd2-406d-a501-337875b84f70,737,,"[43.0, 67.5]",68348,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,48,Barcelona,217,['3811fc81-7c2e-465b-b6ca-447dfeece23e'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:19.517,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,f67d4303-1eb4-4e2f-8fd4-d7ebda40ccfa,890,,"[105.2, 46.8]",68348,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,60,Barcelona,217,['cc9c9d5b-1f75-461f-84cb-99dabb9ae91e'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:37.213,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,a1adf37b-695d-4666-809b-acbee10674a1,1592,,"[36.3, 65.9]",68348,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,114,Barcelona,217,['8e69d3b4-3b9b-49f9-8e5f-9f4e0f3db6f3'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:10.662,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,0813827a-66ac-444f-83f3-7f1a928a3465,1637,,"[101.8, 51.6]",68348,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,['972e5218-b188-437d-a198-f4a73feaf0e1'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:18.752,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,17dc8977-5df0-4198-b0bd-14b4674d9bf8,1952,,"[79.5, 67.6]",68348,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,139,Barcelona,217,['6aa86345-f72e-44db-a3a6-7a1351b41dfa'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:06.050,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,11d9d461-1f5e-4937-9780-e4b3aa70679b,223,,"[93.3, 74.9]",68342,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,18,Barcelona,217,"['6b2d824b-8afa-49a3-8715-347ea3bf7e5e', '8c8f92a8-7df7-41e0-84dc-cb75be5aa628']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:34.713,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,080a3078-c928-4b56-8356-ed8a5a8fe71a,695,,"[76.7, 6.8]",68342,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,45,Barcelona,217,['f5d02996-27f5-449b-81f5-2e023b12185a'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.884,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,058b4069-27e7-4e45-baf4-c271cdb6d341,722,,"[72.8, 58.2]",68342,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,47,Barcelona,217,['90d9fb73-a783-4eab-add1-5cd16f7d66fa'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:49.270,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,03d7f0f9-2493-4168-8ae5-6c56f3ba5d31,1553,,"[93.5, 37.0]",68342,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,101,Barcelona,217,['f822b8b2-1304-47a2-85cb-4e0c17080e27'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.396,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,77b1a3d9-fd02-48db-8d0a-fcb19c0815a5,3191,,"[30.8, 59.1]",68324,85,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,217,Barcelona,217,['1a88ea08-6166-49a1-940e-fa6dd381f477'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:34.962,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,94205e5f-b1a5-4bd9-a1ad-aee775b41d90,3288,,"[94.6, 59.5]",68324,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,223,Barcelona,217,['60573cbb-1c36-463f-a3ca-ed14fa6618e8'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:59.961,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,3f03c24a-1928-4838-8ac4-f64b9a1c99d5,3291,,"[98.6, 59.8]",68324,89,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,223,Barcelona,217,['f2cb9b10-5daf-4ce6-a933-56fe38f5e8c3'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:01.087,Dribble,True,2005/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
